judul,kategori,source,date
Momen Penyerangan Jenderal Qassem Soleimani  ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
Senat Amerika Setujui RUU Bantuan Militer AS ke Israel Rp 41 T,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
"Tahan Diri, Presiden Trump Belum Mau Balas Serangan Rudal Iran",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
Iran: Boris Johnson Tak Akan Hidup Tenang Tanpa Qassem Soleimani,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
"Selain Rudal, Iran Punya Senjata dan Taktik Lain untuk Amerika",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
Intelijen AS Sebut Pesawat Ukraina Ditembak Jatuh Rudal Iran,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
Paus Fransiskus Minta Iran dan Amerika Serikat Berdialog,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
"Ukraine International Airlines Jatuh, Iran Akan Bersikap Terbuka",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-11/dunia
Warga Iran Marah Pesawat Ukraine International Airlines Ditembak ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-11/dunia
Kotak Hitam Pesawat Ukraina yang Ditembak Iran Dibawa ke Prancis,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-11/dunia
"Pesawat Jatuh, Kanada Ditekan Warga untuk Tegas ke Iran",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-11/dunia
Iran Tak Sengaja Tembak Pesawat Ukraina karena Cemas Agresi AS,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-11/dunia
Trump Klaim Qassem Soleimani Mau Meledakkan 4 Kedubes AS,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-11/dunia
Meghan Markle ke Kanada Tanpa Pangeran Harry,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-11/dunia
Iran Akui Tak Sengaja Tembak Jatuh Pesawat Ukraina dengan Rudal,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-11/dunia
"Mengubah Oman dari Miskin Jadi Kaya, Ini Sosok Qaboos bin Said",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-11/dunia
"Hampir 50 Tahun Berkuasa, Sultan Oman Meninggal ",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-11/dunia
Hotel di Kongo Diprotes Jual Menu Daging Bayi Simpanse ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-11/dunia
Orang Tua di Malaysia Ingatkan Bahaya Medsos bagi Penculikan  ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-11/dunia
AL Kirim 3.000 Liter Bir untuk Korban Kebakaran Hutan Australia,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-11/dunia
